0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
0.0204 0.0468 0.002 0.0024 4.5458 26.0338 0.3559 0.0001 0.0509 1247.97 447.7229 1476.0 0.0 -1.6398 0.9417 1476.0 222.0 1325.0964 0.0
0.005 0.0108 0.0002 0.0001 2.0949 3.0428 0.0454 0.0002 0.0118 565.74 1.2997 565.0 0.0 0.9756 -0.6715 568.0 564.0 565.7415 0.0
0.005 0.0125 0.0006 0.0004 3.363 11.4861 0.0674 0.0001 0.0134 1082.64 554.2953 1142.0 791.7084 -0.1191 -1.6499 1676.0 222.0 1215.0227 0.0
0.0012 0.0024 0.0003 0.0001 4.4088 21.8093 0.0157 0.0001 0.0027 1402.1 294.2088 1476.0 0.0 -3.6593 11.5295 1476.0 222.0 1432.3329 0.0
0.0016 0.0041 0.0003 0.0001 6.0099 39.7584 0.0332 0.0001 0.0044 1417.39 257.9605 1476.0 0.0 -4.1262 15.3299 1476.0 222.0 1440.4418 0.0
0.1853 0.4181 0.0005 0.0004 2.9762 9.8474 2.3786 0.0001 0.4555 1228.53 457.8284 1230.0 661.2396 -0.3935 -1.3639 1676.0 273.0 1310.2659 0.0
0.0042 0.0058 0.0015 0.002 1.991 4.0531 0.0281 0.0001 0.0072 1261.57 597.964 1676.0 0.0 -0.8972 -1.0913 1676.0 224.0 1394.8277 0.0
0.0245 0.0616 0.0008 0.0001 2.2693 3.3545 0.2288 0.0002 0.066 1526.65 320.4126 1676.0 0.0 -2.5471 5.5242 1676.0 312.0 1559.5826 0.0
1.4021 4.0834 0.0012 0.0016 4.2121 22.0667 29.593 0.0001 4.2981 967.26 686.5194 738.0 765.0216 0.017 -1.9477 1676.0 222.0 1184.1401 0.0
0.0018 0.0055 0.0003 0.0 5.3542 32.8013 0.043 0.0001 0.0057 1400.82 299.0706 1476.0 0.0 -3.65 11.4376 1476.0 222.0 1432.0773 0.0
