wlan_fc_type,wlan_duration,ip_hdr_len,ip_dst,frame_len,ip_proto,frame_protocols,wlan_seq,data_len,time_since_last_packet,ip_src,ip_ttl,ip_id,wlan_ra,llc_type,udp_dstport,normalized_temperature_change,normalized_battery_change,normalized_distance_change,class
0,314,0,0,26,0,0,166,0,0.003346,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,170,0,0.01102,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,179,0,0.024165,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,180,0,0.003424,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,184,0,0.011047,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,199,0,0.041981,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,201,0,0.005483,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,202,0,0.004824,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,203,0,0.000739,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,204,0,0.003794,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,215,0,0.030498,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,218,0,0.011008,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,229,0,0.041307,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,237,0,0.011674,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,246,0,0.025789,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,247,0,0.003114,0,0,0,1,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,252,0,0.015149,0,0,0,0,0,0,0.058823529411764705,0.0,0.102803738317757,DoS
0,314,0,0,26,0,0,284,0,0.268749,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,285,0,0.002222,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,286,0,0.003299,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,288,0,0.005607,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,289,0,0.00283,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,290,0,0.002684,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,292,0,0.005502,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,293,0,0.003138,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,294,0,0.002514,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,295,0,0.001769,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,296,0,0.003538,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,297,0,0.002119,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,298,0,0.003426,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,299,0,0.002984,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,300,0,0.002444,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,301,0,0.002252,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,302,0,0.003268,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,303,0,0.002112,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,304,0,0.003353,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,305,0,0.002156,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,306,0,0.00555,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,307,0,0.000587,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,308,0,0.002759,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,309,0,0.002226,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,310,0,0.016005,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,311,0,0.000609,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,312,0,0.000607,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,313,0,0.000643,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,314,0,0.00058,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,315,0,0.000605,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,316,0,0.000655,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,317,0,0.004847,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,318,0,0.003821,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,319,0,0.005063,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,320,0,0.000652,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,321,0,0.001048,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,322,0,0.004307,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,323,0,0.000622,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,324,0,0.003752,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,325,0,0.01004,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,327,0,0.00204,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,328,0,0.001752,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,329,0,0.000678,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,331,0,0.002965,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,332,0,0.005097,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,333,0,0.003624,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,334,0,0.000558,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,335,0,0.001383,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,336,0,0.009038,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,337,0,0.001913,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,338,0,0.000555,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,339,0,0.000561,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,340,0,0.001878,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,341,0,0.00221,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,342,0,0.003349,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,343,0,0.002158,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,344,0,0.00329,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,345,0,0.002259,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,346,0,0.003323,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,347,0,0.002095,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,348,0,0.013838,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,349,0,0.000618,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,350,0,0.000681,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,351,0,0.000531,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,352,0,0.000621,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,353,0,0.000781,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,355,0,0.005418,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,356,0,0.003278,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,358,0,0.006239,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,359,0,0.002412,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,360,0,0.003092,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,361,0,0.002204,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,362,0,0.006171,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,363,0,0.000522,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,364,0,0.002114,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,365,0,0.002119,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,366,0,0.004989,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,367,0,0.003142,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,368,0,0.000814,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,369,0,0.002155,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,370,0,0.004318,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,371,0,0.002642,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,372,0,0.004922,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,373,0,0.00054,0,0,0,1,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
0,314,0,0,26,0,0,374,0,0.003793,0,0,0,0,0,0,0.058823529411764705,0.0,0.056074766355140186,DoS
2,44,20,2,230,17,3,325,168,0.273669,1,255,326,0,2048,8890,0.0,0.0,0.102803738317757,DoS
2,44,20,2,64,17,3,326,2,7.8e-05,1,255,327,0,2048,8889,0.0,0.0,0.102803738317757,DoS
2,60,0,0,26,0,0,0,0,0.032841,0,0,0,1,0,0,0.0,0.0,0.102803738317757,DoS
2,44,20,2,229,17,3,327,167,0.068372,1,255,328,0,2048,8890,0.0,0.0,0.102803738317757,DoS
2,44,0,0,62,0,1,328,0,0.034003,0,0,0,0,2054,0,0.0,0.0,0.102803738317757,DoS
2,60,0,0,26,0,0,0,0,0.000136,0,0,0,1,0,0,0.0,0.0,0.102803738317757,DoS
2,44,20,5,86,6,2,24,0,0.000125,2,128,35914,1,2048,0,0.0,0.0,0.102803738317757,DoS
2,44,0,0,62,0,1,329,0,0.013504,0,0,0,0,2054,0,0.0,0.0,0.102803738317757,DoS
2,44,20,1,77,17,3,28,15,0.013406,2,128,61392,1,2048,8889,0.0,0.0,0.102803738317757,DoS
2,44,20,2,226,17,3,330,164,0.040731,1,255,329,0,2048,8890,0.0,0.0,0.102803738317757,DoS
2,44,20,2,227,17,3,331,165,0.102066,1,255,330,0,2048,8890,0.0,0.0,0.102803738317757,DoS
2,44,20,5,86,6,2,29,0,0.025692,2,128,35915,1,2048,0,0.0,0.0,0.08411214953271028,DoS
2,60,0,0,26,0,0,0,0,0.009126,0,0,0,1,0,0,0.0,0.0,0.08411214953271028,DoS
2,44,20,2,228,17,3,332,166,0.015671,1,255,331,0,2048,8890,0.0,0.0,0.08411214953271028,DoS
2,60,0,0,26,0,0,0,0,0.086966,0,0,0,1,0,0,0.0,0.0,0.08411214953271028,DoS
2,44,20,2,227,17,3,333,165,0.015097,1,255,332,0,2048,8890,0.0,0.0,0.08411214953271028,DoS
0,314,0,0,30,0,0,418,0,0.29071,0,0,0,1,0,0,0.0,0.0,0.08411214953271028,DoS
0,320,0,0,30,0,0,749,0,0.001883,0,0,0,0,0,0,0.0,0.0,0.08411214953271028,DoS
0,314,0,0,26,0,0,958,0,1.525757,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,959,0,0.002049,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,960,0,0.003803,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,961,0,0.001718,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,962,0,0.004418,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,963,0,0.002964,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,964,0,0.002636,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,965,0,0.002123,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,966,0,0.003654,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,967,0,0.002106,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,968,0,0.004122,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,969,0,0.002105,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,970,0,0.017154,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,971,0,0.000369,0,0,0,1,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
0,314,0,0,26,0,0,972,0,0.000615,0,0,0,0,0,0,0.058823529411764705,0.0,0.014018691588785047,DoS
